id	title	title_source	title_url	ccodes	variants	matches
1222	Chalcidice Peninsula (Greece)	Kima Database	http://data.geo-kima.org/Place/1222	GR		https://viaf.org/viaf/315128271
1225	Chan Chan Site (Peru)	Kima Database	http://data.geo-kima.org/Place/1225	PE		https://viaf.org/viaf/315128292
1232	Cheju Strait (Korea)	Kima Database	http://data.geo-kima.org/Place/1232			https://viaf.org/viaf/315161040
1235	Chersonese (Extinct city)	Kima Database	http://data.geo-kima.org/Place/1235			https://viaf.org/viaf/315170034
1238	Chesapeake Bay Region (Md. and Va.)	Kima Database	http://data.geo-kima.org/Place/1238	US		https://viaf.org/viaf/315144378
1239	Chianti Mountains (Italy)	Kima Database	http://data.geo-kima.org/Place/1239	IT		https://viaf.org/viaf/315128463
1240	Chichén Itzá Site (Mexico)	Kima Database	http://data.geo-kima.org/Place/1240	MX		https://viaf.org/viaf/315128479
1242	Chichibu Region (Japan)	Kima Database	http://data.geo-kima.org/Place/1242	JP		https://viaf.org/viaf/315128481
1244	Chilca River (Peru)	Kima Database	http://data.geo-kima.org/Place/1244	PE		https://viaf.org/viaf/315128517
1246	Qinling Mountains (China)	Kima Database	http://data.geo-kima.org/Place/1246	CN	Chʻin ling Mountains;Chʻin ling shan;Tsin ling Shan	https://viaf.org/viaf/315526939
1248	Cherokee Indian Reservation (N.C.)	Kima Database	http://data.geo-kima.org/Place/1248	US	Cherokee Indian Reservation	https://viaf.org/viaf/315128417
1251	Eromanga (Vanuatu)	Kima Database	http://data.geo-kima.org/Place/1251	VU		https://viaf.org/viaf/315128306
1254	Halley's comet	Kima Database	http://data.geo-kima.org/Place/1254			https://viaf.org/viaf/316598265
1255	Hallstatt Site (Austria)	Kima Database	http://data.geo-kima.org/Place/1255	AT		https://viaf.org/viaf/315125833
1260	Hansa towns	Kima Database	http://data.geo-kima.org/Place/1260			https://viaf.org/viaf/315125894
1261	Harz Mountains (Germany)	Kima Database	http://data.geo-kima.org/Place/1261	DE		https://viaf.org/viaf/315126021
1265	Hegau (Germany)	Kima Database	http://data.geo-kima.org/Place/1265	DE		https://viaf.org/viaf/315126188
1267	Heliopolis (Egypt : Extinct city)	Kima Database	http://data.geo-kima.org/Place/1267	EG		https://viaf.org/viaf/247201963
1268	Helos Plain (Greece)	Kima Database	http://data.geo-kima.org/Place/1268	GR		https://viaf.org/viaf/315126248
1269	Heng Mountains (Shanxi Sheng, China)	Kima Database	http://data.geo-kima.org/Place/1269	CN		https://viaf.org/viaf/315145845
1273	Heuneburg Site (Germany)	Kima Database	http://data.geo-kima.org/Place/1273	DE		https://viaf.org/viaf/315126393
1277	Himalaya Mountains	Kima Database	http://data.geo-kima.org/Place/1277			https://viaf.org/viaf/315126496
1279	Haku Mountain (Japan)	Kima Database	http://data.geo-kima.org/Place/1279	JP	Haku san	https://viaf.org/viaf/194145542517196640824
1282	Hai River (China)	Kima Database	http://data.geo-kima.org/Place/1282	CN		https://viaf.org/viaf/315125805
1284	Great Lakes (North America)	Kima Database	http://data.geo-kima.org/Place/1284			https://viaf.org/viaf/134052939
1292	Greater East Asia Co-prosperity Sphere	Kima Database	http://data.geo-kima.org/Place/1292		Asia Co prosperity Sphere;East Asia Co prosperity Sphere;Greater East Asia Co prosperity Sphere	https://viaf.org/viaf/315125499
1293	Green River (Wyo.-Utah)	Kima Database	http://data.geo-kima.org/Place/1293	US		https://viaf.org/viaf/315161002
1299	Guiana Highlands	Kima Database	http://data.geo-kima.org/Place/1299			https://viaf.org/viaf/316598254
1302	Gulf Region (Tex.)	Kima Database	http://data.geo-kima.org/Place/1302	US		https://viaf.org/viaf/315125708
1303	Gulf States	Kima Database	http://data.geo-kima.org/Place/1303			https://viaf.org/viaf/315125709
1306	Gwalior Fort (Gwalior, India)	Kima Database	http://data.geo-kima.org/Place/1306	IN		https://viaf.org/viaf/315161118
1309	Haguro Mountain (Japan)	Kima Database	http://data.geo-kima.org/Place/1309	JP		https://viaf.org/viaf/1145663053505072018
1311	Hispaniola	Kima Database	http://data.geo-kima.org/Place/1311			https://viaf.org/viaf/242111207
1314	Indo-Pacific Region	Kima Database	http://data.geo-kima.org/Place/1314		Indo Pacific Region	https://viaf.org/viaf/315127486
1316	Indus River	Kima Database	http://data.geo-kima.org/Place/1316			https://viaf.org/viaf/315127516
1317	Ingapirca Site (Ecuador)	Kima Database	http://data.geo-kima.org/Place/1317	EC		https://viaf.org/viaf/315127565
1319	Inishbeg (Ireland)	Kima Database	http://data.geo-kima.org/Place/1319	IE		https://viaf.org/viaf/315127572
1320	Inishowen Peninsula (Ireland)	Kima Database	http://data.geo-kima.org/Place/1320	IE		https://viaf.org/viaf/315127573
1324	International Date Line	Kima Database	http://data.geo-kima.org/Place/1324			https://viaf.org/viaf/315127756
1325	Interstate 69	Kima Database	http://data.geo-kima.org/Place/1325		I 69	https://viaf.org/viaf/315127763
1333	Islamic countries	Kima Database	http://data.geo-kima.org/Place/1333			https://viaf.org/viaf/315127892
1334	Islamic Empire	Kima Database	http://data.geo-kima.org/Place/1334			https://viaf.org/viaf/315127895
1335	Islands of the Adriatic	Kima Database	http://data.geo-kima.org/Place/1335			https://viaf.org/viaf/315127936
1336	Islands of the Arctic	Kima Database	http://data.geo-kima.org/Place/1336			https://viaf.org/viaf/315127938
1337	Islands of the Atlantic	Kima Database	http://data.geo-kima.org/Place/1337			https://viaf.org/viaf/315127939
1338	Islands of the Indian Ocean	Kima Database	http://data.geo-kima.org/Place/1338			https://viaf.org/viaf/315127940
1339	Islands of the Pacific	Kima Database	http://data.geo-kima.org/Place/1339			https://viaf.org/viaf/252978326
1343	Indian Ocean Region	Kima Database	http://data.geo-kima.org/Place/1343			https://viaf.org/viaf/4066153954897605680007
1344	Indian Ocean	Kima Database	http://data.geo-kima.org/Place/1344			https://viaf.org/viaf/145299573
1350	Hrvatsko zagorje (Croatia)	Kima Database	http://data.geo-kima.org/Place/1350	HR		https://viaf.org/viaf/315127052
1351	Huang Mountains (China)	Kima Database	http://data.geo-kima.org/Place/1351	CN		https://viaf.org/viaf/315127068
1352	Huari Site (Peru)	Kima Database	http://data.geo-kima.org/Place/1352	PE		https://viaf.org/viaf/315127072
1353	Huasteca Region (Mexico)	Kima Database	http://data.geo-kima.org/Place/1353	MX		https://viaf.org/viaf/315127075
1355	Hudson Bay	Kima Database	http://data.geo-kima.org/Place/1355			https://viaf.org/viaf/155566727
1366	IJssel Lake (Netherlands)	Kima Database	http://data.geo-kima.org/Place/1366	NL		https://viaf.org/viaf/145657874
1371	India, South	Kima Database	http://data.geo-kima.org/Place/1371		India, South	https://viaf.org/viaf/315160364
1372	Indian Coast (Africa)	Kima Database	http://data.geo-kima.org/Place/1372			https://viaf.org/viaf/315127404
1373	Huron, Lake (Mich. and Ont.)	Kima Database	http://data.geo-kima.org/Place/1373	US	Huron, Lake	https://viaf.org/viaf/316598298
1386	Fort Center Site (Fla.)	Kima Database	http://data.geo-kima.org/Place/1386	US		https://viaf.org/viaf/315124856
1387	Fort Hope Indian Reserve (Ont.)	Kima Database	http://data.geo-kima.org/Place/1387	US	Fort Hope Indian Reserve	https://viaf.org/viaf/129491687
1388	Fort Laramie (Wyo. : Fort)	Kima Database	http://data.geo-kima.org/Place/1388			https://viaf.org/viaf/316741977
1390	Fort Sage Drift Fence Site (Nev.)	Kima Database	http://data.geo-kima.org/Place/1390	US		https://viaf.org/viaf/315124863
1392	Fort Stanwix (Rome, N.Y.)	Kima Database	http://data.geo-kima.org/Place/1392	US		https://viaf.org/viaf/315145649
1394	Fort Wellington (Prescott, Ont.)	Kima Database	http://data.geo-kima.org/Place/1394	US		https://viaf.org/viaf/315160870
1395	Fortress of Louisbourg National Historic Site (N.S.)	Kima Database	http://data.geo-kima.org/Place/1395	CA	Lieu historique national de la Forteresse de Louisbourg	https://viaf.org/viaf/315124875
1396	Foula Island (Scotland)	Kima Database	http://data.geo-kima.org/Place/1396			https://viaf.org/viaf/315124882
1397	Four Corners Region	Kima Database	http://data.geo-kima.org/Place/1397			https://viaf.org/viaf/315124887
1398	France, Southern	Kima Database	http://data.geo-kima.org/Place/1398		France, Southern	https://viaf.org/viaf/172332341
1403	Frisian Islands	Kima Database	http://data.geo-kima.org/Place/1403			https://viaf.org/viaf/316598204
1405	Fritsch Rockshelter (France)	Kima Database	http://data.geo-kima.org/Place/1405	FR		https://viaf.org/viaf/315124973
1407	Flageolet Rockshelter (France)	Kima Database	http://data.geo-kima.org/Place/1407	FR		https://viaf.org/viaf/315129150
1409	Etna, Mount (Italy)	Kima Database	http://data.geo-kima.org/Place/1409	IT	Etna, Mount	https://viaf.org/viaf/199145542482696641251
1413	Eurasia	Kima Database	http://data.geo-kima.org/Place/1413			https://viaf.org/viaf/127738954
1415	Europe, German-speaking	Kima Database	http://data.geo-kima.org/Place/1415		Europe, German-speaking;German speaking Europe	https://viaf.org/viaf/315160382
1416	Europe, Northern	Kima Database	http://data.geo-kima.org/Place/1416		Europe, Northern	https://viaf.org/viaf/315128539
1417	Europe, Southern	Kima Database	http://data.geo-kima.org/Place/1417		Europe, Southern	https://viaf.org/viaf/315128540
1418	European Economic Community countries	Kima Database	http://data.geo-kima.org/Place/1418			https://viaf.org/viaf/315128543
1419	European Free Trade Association countries	Kima Database	http://data.geo-kima.org/Place/1419			https://viaf.org/viaf/315128549
1420	Evans Mound (Utah)	Kima Database	http://data.geo-kima.org/Place/1420	US	Evans Mound;Evans Mound Site	https://viaf.org/viaf/245394620
1421	Everest, Mount (China and Nepal)	Kima Database	http://data.geo-kima.org/Place/1421		Cho mo lung ma;Chu mu lang ma Feng;Everest, Mount;Sheng mu Feng	https://viaf.org/viaf/315149524
1426	Farrokhabad, Tepe (Iran)	Kima Database	http://data.geo-kima.org/Place/1426	IR	Farrokhabad, Tepe	https://viaf.org/viaf/315149545
1427	Feddersen Wierde Site (Germany)	Kima Database	http://data.geo-kima.org/Place/1427	DE		https://viaf.org/viaf/315128961
1435	Flanders	Kima Database	http://data.geo-kima.org/Place/1435			https://viaf.org/viaf/125069454
1437	Fuji, Mount (Japan)	Kima Database	http://data.geo-kima.org/Place/1437	JP	Fuji san;Fuji yama;Fuji, Mount	https://viaf.org/viaf/315149270
1442	Gissar Range (Tajikistan and Uzbekistan)	Kima Database	http://data.geo-kima.org/Place/1442			https://viaf.org/viaf/315144098
1445	Golden Gate Bridge (San Francisco, Calif.)	Kima Database	http://data.geo-kima.org/Place/1445	US		https://viaf.org/viaf/235599832
1448	Gondwana (Continent)	Kima Database	http://data.geo-kima.org/Place/1448			https://viaf.org/viaf/123469820
1449	Gonja Region (Ghana)	Kima Database	http://data.geo-kima.org/Place/1449	GH		https://viaf.org/viaf/315125361
1455	Graisivaudan Valley (France)	Kima Database	http://data.geo-kima.org/Place/1455	FR		https://viaf.org/viaf/315125396
1462	Grande Randonée Cinq (Trail)	Kima Database	http://data.geo-kima.org/Place/1462		Europe 2;GR 5;Great Ramble 5	https://viaf.org/viaf/315125440
1463	Grasshopper Pueblo (Ariz.)	Kima Database	http://data.geo-kima.org/Place/1463	US		https://viaf.org/viaf/233813034
1464	English River Indian Reserve No. 21 (Ont.)	Kima Database	http://data.geo-kima.org/Place/1464	US	English River Indian Reserve No. 21;Grassy Narrows Indian Reservation;Grassy Narrows Indian Reserve	https://viaf.org/viaf/315125455
1467	Ghawr (Jordan)	Kima Database	http://data.geo-kima.org/Place/1467	JO	Kikar ha Yarden;Kikkar ha Yarden	https://viaf.org/viaf/315125237
1468	Ghassul Site (Jordan)	Kima Database	http://data.geo-kima.org/Place/1468	JO		https://viaf.org/viaf/240549617
1469	Gezira (Sudan : Region)	Kima Database	http://data.geo-kima.org/Place/1469	SD		https://viaf.org/viaf/315149286
1472	Galactic center	Kima Database	http://data.geo-kima.org/Place/1472			https://viaf.org/viaf/316598210
1474	Galicia, Eastern (Ukraine)	Kima Database	http://data.geo-kima.org/Place/1474	UA	Galicia, Eastern	https://viaf.org/viaf/315160431
1478	Gamla (Extinct city) (Israel)	Kima Database	http://data.geo-kima.org/Place/1478	IL	Israel)	https://viaf.org/viaf/315169913
1485	Garonne River (Spain and France)	Kima Database	http://data.geo-kima.org/Place/1485			https://viaf.org/viaf/315144071
1491	George Washington Bridge (New York, N.Y.)	Kima Database	http://data.geo-kima.org/Place/1491	US		https://viaf.org/viaf/315529915
1492	Georges Bank	Kima Database	http://data.geo-kima.org/Place/1492			https://viaf.org/viaf/239093102
1495	Germany, Northern	Kima Database	http://data.geo-kima.org/Place/1495		Germany, Northern	https://viaf.org/viaf/315160347
1496	Germany, Southern	Kima Database	http://data.geo-kima.org/Place/1496		Germany, Southern	https://viaf.org/viaf/315160348
1498	Garnsey Site (N.M.)	Kima Database	http://data.geo-kima.org/Place/1498	US		https://viaf.org/viaf/315125102
1502	Victoria, Lake, Watershed	Kima Database	http://data.geo-kima.org/Place/1502		Victoria, Lake, Watershed	https://viaf.org/viaf/315161044
1505	Kuiper Belt	Kima Database	http://data.geo-kima.org/Place/1505		Edgeworth Kuiper Belt;Trans Neptunian Belt	https://viaf.org/viaf/247837532
1509	Citadel Site (Anuradhapura, Sri Lanka)	Kima Database	http://data.geo-kima.org/Place/1509	LK		https://viaf.org/viaf/315148082
1511	Gul Khanan Murdah Site (Iran)	Kima Database	http://data.geo-kima.org/Place/1511	IR		https://viaf.org/viaf/315139862
1512	Djub-i Gauhar Site (Iran)	Kima Database	http://data.geo-kima.org/Place/1512	IR	Djub i Gauhar Site	https://viaf.org/viaf/315139863
1513	Afis, Tall (Syria)	Kima Database	http://data.geo-kima.org/Place/1513	SY	Afis, Tall;Tall Afis;Tell Afis	https://viaf.org/viaf/315150365
1516	Seleucia Pieria (Extinct city)	Kima Database	http://data.geo-kima.org/Place/1516			https://viaf.org/viaf/315170284
1517	Aliya Cave (Morocco)	Kima Database	http://data.geo-kima.org/Place/1517	MA	Maghārat al ʻĀlīyah;Mugharet el ʻAliya	https://viaf.org/viaf/315139478
1520	Habua, Tell el- (Egypt)	Kima Database	http://data.geo-kima.org/Place/1520	EG	Habua, Tell el-;Tell Heboua;Tell el Habua;Tell el-Habua	https://viaf.org/viaf/315150346
1522	Promontory Palace Site (Caesarea, Israel)	Kima Database	http://data.geo-kima.org/Place/1522	IL		https://viaf.org/viaf/315161120
1523	Romantische Strasse (Germany)	Kima Database	http://data.geo-kima.org/Place/1523	DE		https://viaf.org/viaf/315139361
1526	Milfield Basin (England)	Kima Database	http://data.geo-kima.org/Place/1526	GB		https://viaf.org/viaf/315139462
1528	Gubs River Valley (Russia)	Kima Database	http://data.geo-kima.org/Place/1528	RU		https://viaf.org/viaf/315139669
1529	Ontario, Southwestern	Kima Database	http://data.geo-kima.org/Place/1529		Ontario, Southwestern	https://viaf.org/viaf/315160416
1530	Combette Site (France)	Kima Database	http://data.geo-kima.org/Place/1530	FR		https://viaf.org/viaf/315139777
1532	Sile River (Italy)	Kima Database	http://data.geo-kima.org/Place/1532	IT		https://viaf.org/viaf/315139502
1533	Elqui River Valley (Chile)	Kima Database	http://data.geo-kima.org/Place/1533	CL		https://viaf.org/viaf/249425107
1535	Isturitz Cave (France)	Kima Database	http://data.geo-kima.org/Place/1535	FR		https://viaf.org/viaf/315139389
1537	Antonia Fortress (Jerusalem, Israel)	Kima Database	http://data.geo-kima.org/Place/1537	IL		https://viaf.org/viaf/315161520
1538	Cardo (Jerusalem, Israel)	Kima Database	http://data.geo-kima.org/Place/1538	IL		https://viaf.org/viaf/315161523
1539	Bullae House Site (Jerusalem, Israel)	Kima Database	http://data.geo-kima.org/Place/1539	IL		https://viaf.org/viaf/315161521
1540	Betxí Site (Spain)	Kima Database	http://data.geo-kima.org/Place/1540	ES		https://viaf.org/viaf/315139349
1542	Poverty Point State Park (La.)	Kima Database	http://data.geo-kima.org/Place/1542			https://viaf.org/viaf/238134350
